"CODIGO";"DESCRIPCION";"LATITUD";"LONGITUD";"DIRECION";"CP";"POBLACION";"PROVINCIA";"PAIS";"CERCANIAS";"FEVE";"COMUN"
"11514";"HERRERA";"43.3193537";"-1.9370173";"Paseo de Herrera, 3";"20017";"DONOSTIA/SAN SEBASTIÁN";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11515";"PASAIA";"43.3189428";"-1.9171727";"Avda Navarra S/N";"20110";"PASAIA";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11516";"LEZO-RENTERÍA";"43.3159364";"-1.8994386";"C/ Jaizkibel,1";"20100";"LEZO";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11522";"INTXAURRONDO";"43.3200487";"-1.9517673";"Paseo Zubiaurre, S/N";"20015";"DONOSTIA/SAN SEBASTIÁN";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11600";"IRUN";"43.3395365";"-1.8012519";"Estación Kalea S/N, Irún (Gipuzkoa)";"20301";"IRUN";"GIPUZKOA";"ESPAÑA";"SI";"NO";"IRUN-"
"11602";"HENDAYA";"43.3522980";"-1.7830810";"Boulevard Du General de Gaulle, S/N";"";"IRUN";"CEUTA";"ESPAÑA";"NO";"NO";"IRUN-"
"12001";"LOS NEGRALES";"40.6385670";"-4.0218746";"Avda. de la Reina Victoria, S/N";"28409";"ALPEDRETE";"MADRID";"ESPAÑA";"SI";"NO";""
"12002";"ALPEDRETE";"40.6581044";"-4.0349719";"Camino de la Estación, 34";"28439";"ALPEDRETE";"MADRID";"ESPAÑA";"SI";"NO";""
"12004";"COLLADO MEDIANO";"40.6928982";"-4.0359271";"C/ Real, 73";"28450";"COLLADO MEDIANO";"MADRID";"ESPAÑA";"SI";"NO";""
"12005";"LOS MOLINOS-GUADARRAMA";"40.7066407";"-4.0671991";"C/ Pedro Gutierrez, S/N";"28460";"MOLINOS (LOS)";"MADRID";"ESPAÑA";"SI";"NO";""
"12006";"CERCEDILLA";"40.7376129";"-4.0662985";"C/ Emilio Serrano, 43";"28470";"CERCEDILLA";"MADRID";"ESPAÑA";"SI";"NO";""
"12007";"TABLADA";"40.7056480";"-4.1253100";"Avda. Valle del Guadarrama, S/N";"28480";"GUADARRAMA";"MADRID";"ESPAÑA";"NO";"NO";""
"12008";"GUDILLOS";"40.7169140";"-4.1576810";"Camino de Gudillos, S/N";"40400";"ESPINAR (EL)";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12009";"SAN RAFAEL";"40.7149440";"-4.1814300";"Barrio de San Rafael, S/N";"40410";"CASTRO DEL RÍO";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12010";"EL ESPINAR";"40.7408520";"-4.1894820";"C/ Estación Ferrocarril, S/N";"40400";"CASTRO DEL RÍO";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12011";"LOS ÁNGELES DE SAN RAFAEL";"40.7779090";"-4.2069330";"Urbanizacion los Angeles de San Rafael, S/N";"40424";"CASTRO DEL RÍO";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12012";"OTERO-HERREROS";"40.8009700";"-4.2035040";"Barrio Estación Ferrocarril, S/N";"40422";"OTERO DE HERREROS";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12013";"ORTIGOSA DEL MONTE";"40.8327710";"-4.1680940";"Avda. Estación Ferrocarril, S/N";"40421";"ORTIGOSA DEL MONTE";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12014";"NAVAS DE RIOFRÍO-LA LOSA";"40.8566730";"-4.1411030";"C/ Estación Ferrocarril, S/N";"40420";"NAVAS DE RIOFRÍO";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12020";"PUERTO DE NAVACERRADA";"40.7844678";"-4.0047744";"Calle Vitoria 1, Cercedilla (Madrid)";"28470";"CERCEDILLA";"MADRID";"ESPAÑA";"SI";"NO";""
"12023";"LOS COTOS";"40.8223419";"-3.9644961";"Ctra. Sg - 615 ---  Estación de Ferrocarril, S/N";"40100";"REAL SITIO DE SAN ILDEFONSO";"SEGOVIA";"ESPAÑA";"SI";"NO";""
"12100";"SEGOVIA";"40.9340300";"-4.1136500";"C/ Obispo Quesada, 1";"40006";"SEGOVIA";"SEGOVIA";"ESPAÑA";"NO";"NO";"SEGOV"
"13003";"IZARRA";"42.9514090";"-2.9007550";"";"";"URKABUSTAIZ";"ARABA/ÁLAVA";"ESPAÑA";"NO";"NO";""
"13106";"LLODIO";"43.1423514";"-2.9606511";"C/ Jose Matia, 2";"01400";"LAUDIO/LLODIO";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"13119";"LA PEÑA DE BILBAO";"43.2401669";"-2.9240429";"C/ Lekanda, 2";"48003";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13120";"MIRIBILLA";"43.2504290";"-2.9305155";"Santiago Compostela 13";"48003";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13200";"BILBAO-INTERMOD. ABANDO INDALECIO PRIETO";"43.2601304";"-2.9285592";"Pla. Circular, 2";"48008";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13206";"AMETZOLA";"43.2547065";"-2.9436598";"C/ Gordoniz, 49";"48012";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"14100";"PALENCIA";"42.0157110";"-4.5341350";"Plaza de los Jardinillos S/N, Palencia";"34005";"PALENCIA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14101";"MONZÓN DE CAMPOS";"42.1055380";"-4.5016770";"C/ Estación de Ferrocarril, S/N";"34410";"MONZÓN DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14102";"AMUSCO";"42.1780190";"-4.4807430";"Ctra. P- 983 - Estación Ferrocarril, S/N";"34420";"AMUSCO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14103";"PIÑA";"42.2117470";"-4.4346890";"C/ Estación Ferrocarril, S/N";"34430";"PIÑA DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14104";"FRÓMISTA";"42.2649000";"-4.4024330";"C/ las Huesas, S/N";"34440";"FRÓMISTA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14105";"MARCILLA DE CAMPOS";"42.3173930";"-4.3797130";"";"";"MARCILLA DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14107";"OSORNO";"42.4150770";"-4.3573670";"Avda. Calvo Sotelo, S/N";"34460";"OSORNO LA MAYOR";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14108";"ESPINOSA DE VILLAGONZALO";"42.4523730";"-4.3678110";"C/ Apeadero, S/N";"34491";"ESPINOSA DE VILLAGONZALO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14111";"HERRERA DE PISUERGA";"42.5984770";"-4.3166830";"Ctra. C- 627 --- Estación de Ferrocarril, S/N";"34400";"HERRERA DE PISUERGA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14112";"ALAR DEL REY";"42.6568370";"-4.3113720";"C/ Estación Ferrocarril, S/N";"34480";"ALAR DEL REY";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14113";"MAVE";"42.7237260";"-4.2761600";"Pza. Estación Ferrocarril, S/N";"34492";"AGUILAR DE CAMPOO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14114";"AGUILAR DE CAMPOO";"42.7853620";"-4.2338990";"Barrio Estación Ferrocarril, 18 - 19";"34800";"AGUILAR DE CAMPOO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14115";"QUINTANILLA DE LAS TORRES";"42.8190300";"-4.2027530";"C/ Estación Ferrocarril, S/N";"34811";"POMAR DE VALDIVIA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14116";"EL CARRIÓN (APD)";"42.1163504";"-4.4963210";"";"";"MONZÓN DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14117";"EL CARRIÓN";"42.1166417";"-4.500692 ";"C/ Camino Becerril, S/N";"34410";"MONZÓN DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14200";"MATAPORQUERA";"42.8709010";"-4.1654060";"C/  la Constitucion   S/N- Mataporquera (Valdeolea)";"39410";"VALDEOLEA";"CANTABRIA";"ESPAÑA";"NO";"NO";""
"14202";"REINOSA";"42.9944991";"-4.1409454";"Estación Adif Pza. de las Estaciónes S/N";"39200";"REINOSA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14203";"LANTUENO-SANTIURDE";"43.0580731";"-4.0840131";"C/ Lantueno 82, Santiurde de Reinosa (Cantabria)";"39490";"SANTIURDE DE REINOSA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14204";"PESQUERA";"43.0823330";"-4.0738143";"Estación Adif S/N";"39491";"PESQUERA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14206";"BÁRCENA";"43.1287054";"-4.0534730";"Calle Doñini 17, Bárcena de Pie de Concha (Cantabria)";"39420";"BÁRCENA DE PIE DE CONCHA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14207";"MOLLEDO-PORTOLÍN";"43.1456269";"-4.0390334";"Estación Adif S/N. C/portalon";"39430";"MOLLEDO";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14208";"SANTA CRUZ DE IGUÑA";"43.1701216";"-4.0450627";"Estación Adif S/N. C/estacion, Barrio la Serna";"39450";"MOLLEDO";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14209";"LAS FRAGUAS";"43.1932190";"-4.0541127";"Barrio Estación las Fraguas S/N, Arenas de Iguña (Cantabria)";"39450";"ARROYO DE LAS FRAGUAS";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14210";"LOS CORRALES DE BUELNA";"43.2551009";"-4.0639472";"Estación Adif,  S/N --- Barrio Estación";"39400";"CORRALES DE BUELNA (LOS)";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14211";"LAS CALDAS DE BESAYA";"43.2985945";"-4.0732520";"C/ Estación Adif, S/N";"39460";"CORRALES DE BUELNA (LOS)";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14212";"VIÉRNOLES";"43.3245636";"-4.0540441";"Estación Adif S/N";"39315";"TORRELAVEGA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14213";"TORRELAVEGA";"43.3276776";"-4.0426871";"Estación Adif,joaquin Fernandez Vallejo S/N";"39300";"TORRELAVEGA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14214";"SIERRAPANDO";"43.3417845";"-4.0266342";"Estación Adif,barrio Estación S/N";"39317";"TORRELAVEGA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14216";"RENEDO";"43.3531069";"-3.9496471";"Estación Adif, Avda Luis de la Concha 1";"39470";"PIÉLAGOS";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14217";"PARBAYÓN";"43.3767446";"-3.8942201";"Estación Adif.barrio del Jurrio S/N";"39612";"PIÉLAGOS";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14218";"GUARNIZO";"43.3915101";"-3.8595450";"C/ Ramón y Cajal S/N, El Astillero (Cantabria)";"39611";"ASTILLERO (EL)";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14219";"BOO";"43.4104796";"-3.8415883";"C/ del Boo, 42";"39691";"ASTILLERO (EL)";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14220";"MALIAÑO";"43.4161415";"-3.8410762";"Estación Adif  -- Avda. de Cantabria, S/N";"39600";"CAMARGO";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14223";"SANTANDER";"43.4583981";"-3.8109529";"Pza. de las Estaciónes  S/N-Santander";"39002";"SANTANDER";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14229";"ZURITA";"43.3497231";"-3.9335829";"";"";"PIÉLAGOS";"CANTABRIA";"ESPAÑA";"NO";"NO";""
"14230";"VALDECILLA";"43.4540888";"-3.8277628";"Avenida Candina S/N, Santander";"39011";"SANTANDER";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14231";"NUEVA MONTAÑA";"43.4401137";"-3.8493866";"Estación Adif,c/ Alcalde Macario Rivero, S/N";"39011";"SANTANDER";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14232";"LOMBERA";"43.2658249";"-4.0675902";"Calle San Cipriano, S/N, los Corrales de Buelna (Cantabria)";"39400";"CORRALES DE BUELNA (LOS)";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14233";"RÍO EBRO";"43.0007554";"-4.1344006";"Estación Adif, C/duque y Merino S/N";"39200";"CAMPOO DE ENMEDIO";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14234";"PUJAYO";"43.1228745";"-4.0823753";"Ctra A Pujayo S/N/, Estación Adif, Bárcena de Pie de Concha (Cantabria)";"39420";"BÁRCENA DE PIE DE CONCHA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14235";"ARENAS DE IGUÑA";"43.1850828";"-4.0500754";"C/ Estación Adif, S/N.";"39450";"ARENAS DE IGUÑA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14236";"VIOÑO";"43.3606470";"-3.9648063";"Estación Adif S/N. Barrio de San Lorenzo";"39479";"PIÉLAGOS";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14237";"MURIEDAS-BAHÍA";"43.4216858";"-3.8441175";"Estación Adif, C/ del Carmen S/N";"39600";"CAMARGO";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"15001";"GRIJOTA";"42.0492250";"-4.5839540";"Paseo Estación Ferrocarril, S/N";"34192";"GRIJOTA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15003";"BECERRIL";"42.1047060";"-4.6471200";"Ctra. P - 953 --- Estación Ferrocarril, S/N";"34310";"BECERRIL DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15004";"PAREDES DE NAVA";"42.1506940";"-4.6975990";"Avda. Berruguete, 38";"34300";"PAREDES DE NAVA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15006";"CISNEROS";"42.1911200";"-4.8502490";"Ctra. P - 932 --- Estación Ferrocarril, S/N";"34320";"CISNEROS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15007";"VILLADA";"42.2452380";"-4.9705890";"C/ Estación Norte, S/N";"34340";"VILLADA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15008";"GRAJAL";"42.3232460";"-5.0133810";"C/ Estación Ferrocarril, S/N";"24340";"GRAJAL DE CAMPOS";"LEÓN";"ESPAÑA";"NO";"NO";""
"15009";"SAHAGÚN";"42.3693290";"-5.0226670";"C/ Tras Estación, S/N";"24320";"SAHAGÚN";"LEÓN";"ESPAÑA";"NO";"NO";""
"15012";"EL BURGO RANERO";"42.4257530";"-5.2085920";"C/ Senda Estación Ferrocarril, S/N";"24343";"BURGO RANERO (EL)";"LEÓN";"ESPAÑA";"NO";"NO";""
"15014";"SANTAS MARTAS";"42.4600040";"-5.3867770";"C/ Estación Ferrocarril, 10-16";"24330";"SANTAS MARTAS";"LEÓN";"ESPAÑA";"NO";"NO";""
"15015";"PALANQUINOS";"42.4607160";"-5.4975840";"Pza. Santa Rita, 10";"24225";"VILLANUEVA DE LAS MANZANAS";"LEÓN";"ESPAÑA";"NO";"NO";""
"15017";"TORNEROS (APT)";"42.5167560";"-5.5599880";"";"";"ONZONILLA";"LEÓN";"ESPAÑA";"NO";"NO";""
"15100";"LEÓN";"42.5960480";"-5.5824280";"Avda. Palencia, S/N";"24009";"LEÓN";"LEÓN";"ESPAÑA";"NO";"NO";""
"15104";"CUADROS";"42.7125640";"-5.6359760";"";"";"CUADROS";"LEÓN";"ESPAÑA";"NO";"NO";""
"15106";"LA ROBLA";"42.8044540";"-5.6262550";"C/ la Estación, S/N";"24640";"ROBLA (LA)";"LEÓN";"ESPAÑA";"NO";"NO";""
"15108";"LA POLA DE GORDÓN";"42.8540990";"-5.6745240";"C/ Capitan Lozano, 7";"24600";"POLA DE GORDÓN (LA)";"LEÓN";"ESPAÑA";"NO";"NO";""
"15109";"SANTA LUCÍA";"42.8751500";"-5.6396130";"C/ Reino de Leon, 1";"24650";"POLA DE GORDÓN (LA)";"LEÓN";"ESPAÑA";"NO";"NO";""
"15110";"CIÑERA";"42.8893560";"-5.6404600";"";"";"POLA DE GORDÓN (LA)";"LEÓN";"ESPAÑA";"NO";"NO";""
"15112";"VILLAMANÍN";"42.9367100";"-5.6576370";"C/ Estación Ferrocarril, 5";"24680";"VILLAMANÍN";"LEÓN";"ESPAÑA";"NO";"NO";""
"15113";"BUSDONGO";"42.9844950";"-5.7053910";"Ctra. N - 630 --- Estación Ferrocarril, 1";"24690";"VILLAMANÍN";"LEÓN";"ESPAÑA";"NO";"NO";""
"15116";"LINARES-CONGOSTINAS";"43.1017430";"-5.7721620";"Camino Aspr - 92 --- Estación Ferrocarril, S/N";"33694";"LENA";"ASTURIAS";"ESPAÑA";"NO";"NO";""
"15118";"PUENTE DE LOS FIERROS";"43.0715986";"-5.7694650";"Estación Puente los Fierros";"33692";"LENA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15119";"LA FRECHA";"43.0961670";"-5.7985997";"C/ Apeadero de Renfe, S/N";"33629";"LENA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15120";"CAMPOMANES";"43.1100681";"-5.8164466";"C/ la Estación, S/N";"33620";"LENA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15121";"LA COBERTORIA";"43.1301608";"-5.8160304";"C/ la Estación, S/N";"33630";"LENA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15122";"POLA DE LENA";"43.1587200";"-5.8310263";"C/ Ramon y Cajal - S/N";"33630";"LENA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15123";"VILLALLANA";"43.1838568";"-5.8145928";"Avenida de Santiago, S/N, Lena (Asturias)";"33695";"LENA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15200";"UJO";"43.2046962";"-5.7926422";"C/ Estación - S/N";"33640";"MIERES";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15202";"SANTULLANO";"43.2208990";"-5.7855868";"Ctra. A Cenera (Mi-3) - S/N";"33611";"MIERES";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15203";"MIERES-PUENTE";"43.2500266";"-5.7822622";"Barrio del Gonzalin S/N (Mi- 1)";"33600";"MIERES";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15205";"ABLAÑA";"43.2676032";"-5.8057926";"C/ Ablaña de Arriba, S/N";"33650";"MIERES";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15206";"LA PEREDA-RIOSA";"43.2770867";"-5.8122350";"C/ Edificio Estación Renfe, S/N";"33682";"MIERES";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15207";"OLLONIEGO";"43.2961226";"-5.8188502";"C/ la Estación - S/N";"33660";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15208";"SOTO DE REY";"43.3064094";"-5.8558072";"Ctra. A-66 - Estación Ferrocarril, S/N";"33696";"RIBERA DE ARRIBA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15209";"LAS SEGADAS";"43.3132419";"-5.8691978";"Calle las Segadas de Abajo, S/N";"33171";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15210";"EL CALEYO";"43.3290466";"-5.8733323";"C/ Lugar El Caleyo, Oviedo (Asturias)";"33171";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15211";"OVIEDO";"43.3663577";"-5.8548380";"Calle Uría S/N";"33012";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15212";"LUGONES";"43.4042720";"-5.8117818";"Avda. José Tartiere, 33";"33420";"SIERO";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15217";"LA CORREDORIA";"43.3881080";"-5.8272527";"C/ Ingeniero Francisco Pintado Fe, S/N";"33011";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15218";"LLAMAQUIQUE";"43.3588282";"-5.8573201";"Calle Trece Rosas, S/N";"33005";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15300";"LUGO DE LLANERA";"43.4423322";"-5.8158932";"Calle Asturias S/N, Lugo de Llanera (Asturias)";"33690";"LLANERA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15301";"VILLABONA DE ASTURIAS";"43.4615187";"-5.8263463";"Edificio Estación Renfe  S/N";"33422";"LLANERA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15302";"SERÍN";"43.5049050";"-5.7818821";"Camino Estación S/N, Gijón (Asturias)";"33697";"GIJÓN";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15303";"MONTEANA";"43.5208475";"-5.7463580";"Ctra. Monteana S/N.";"33691";"GIJÓN";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15305";"VILLABONA-TABLADIELLO";"43.4741624";"-5.8000538";"Apeadero Renfe - Barrio Tabladiello";"33422";"LLANERA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15400";"VERIÑA";"43.5415755";"-5.7227970";"Veriña de Abajo  S/N";"33213";"GIJÓN";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15401";"CALZADA DE ASTURIAS";"43.5353848";"-5.6971507";"Avda. Juan Carlos, S/N";"33211";"GIJÓN";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"15410";"GIJÓN-SANZ CRESPO";"43.5377329";"-5.6758089";"C/  Sanz Crespo, S/N";"33207";"GIJÓN";"ASTURIAS";"ESPAÑA";"SI";"NO";"GIJON"
"16301";"FERROÑES";"43.4760338";"-5.8616217";"C/ Apeadero de Renfe, S/N";"33470";"LLANERA";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"16302";"CANCIENES";"43.5073330";"-5.8692521";"Ctra. de la Chusca, S/N";"33470";"CORVERA DE ASTURIAS";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"16400";"NUBLEDO";"43.5234229";"-5.8703014";"C/ la Estación - S/N";"33416";"CORVERA DE ASTURIAS";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"16401";"VILLALEGRE";"43.5400404";"-5.9022308";"C/ Camino la Fuente - S/N";"33406";"AVILÉS";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"16402";"LA ROCICA";"43.5471015";"-5.9047083";"C/ Aviles, S/N";"33403";"AVILÉS";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"16403";"AVILÉS";"43.5613390";"-5.9228329";"Avda. de los Telares, 18";"33409";"AVILÉS";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"16408";"LOS CAMPOS";"43.5365119";"-5.8848823";"C/ Mª Josefa Canellada - S/N";"33404";"CORVERA DE ASTURIAS";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"17000";"MADRID-CHAMARTÍN-CLARA CAMPOAMOR";"40.4711789";"-3.6829524";"C/ Agustin de Foxa, S/N";"28036";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";"MADRI"
"17200";"ARANDA DE DUERO-MONTECILLO";"41.6686160";"-3.6968140";"";"";"ARANDA DE DUERO";"BURGOS";"ESPAÑA";"NO";"NO";""
"18000";"MADRID-ATOCHA CERCANÍAS";"40.4066191";"-3.6894391";"C/  Glorieta del Emperador Carlos V, 3";"28045";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";"MADRI"
"18001";"MADRID-RECOLETOS";"40.4233731";"-3.6909310";"Paseo de Recoletos, 20";"28001";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"18002";"MADRID-NUEVOS MINISTERIOS";"40.4466271";"-3.6923468";"Paseo de la Castellana, 85 ---  C/ Raimundo Fernandez Villaverde";"28046";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";"MADRI"
"18003";"MÉNDEZ ÁLVARO P.V.";"40.3957768";"-3.6778440";"C/ Pedro Bosch S/N / C/del Ombu S/N";"28045";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"18004";"DELICIAS";"40.4004375";"-3.6927766";"C/ Paseo de las Delicias, 61";"28045";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"18005";"PIRÁMIDES";"40.4025341";"-3.7113623";"Paseo de las Acacias, 40";"28005";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"18101";"SOL";"40.4168665";"-3.7028765";"Pza. Puerta de Sol S/N";"28013";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";"MADRI"
"20002";"QUINTANA-RANEROS";"42.5500850";"-5.6377890";"C/ Guzman El Bueno, S/N";"24391";"SANTOVENIA DE LA VALDONCINA";"LEÓN";"ESPAÑA";"NO";"NO";""
"20003";"VILLADANGOS";"42.5217430";"-5.7454200";"";"";"VILLADANGOS DEL PÁRAMO";"LEÓN";"ESPAÑA";"NO";"NO";""
"20005";"VEGUELLINA";"42.4335000";"-5.8875600";"Paseo Estación Ferrocarril, 34";"24350";"VILLAREJO DE ÓRBIGO";"LEÓN";"ESPAÑA";"NO";"NO";""
"20006";"BARRIENTOS";"42.4143010";"-5.9639880";"C/ Santa Ana, 20";"24394";"VALDERREY";"LEÓN";"ESPAÑA";"NO";"NO";""
"20007";"NISTAL";"42.4244620";"-6.0080300";"C/ Antonio Aceña, 21";"24395";"SAN JUSTO DE LA VEGA";"LEÓN";"ESPAÑA";"NO";"NO";""
"20008";"VILLAVANTE";"42.4645800";"-5.8389140";"C/ El Palacio, 32";"24393";"SANTA MARINA DEL REY";"LEÓN";"ESPAÑA";"NO";"NO";""
"20100";"ASTORGA";"42.4594890";"-6.0472120";"Avda. Estación Ferrocarril, S/N";"24700";"ASTORGA";"LEÓN";"ESPAÑA";"NO";"NO";""
"20101";"OTERO DE ESCARPIZO";"42.5137980";"-6.0550570";"";"";"VILLAOBISPO DE OTERO";"LEÓN";"ESPAÑA";"NO";"NO";""
"20102";"VEGA-MAGAZ";"42.5537600";"-6.0682670";"C/ Camino Estación Ferrocarril, S/N";"24396";"MAGAZ DE CEPEDA";"LEÓN";"ESPAÑA";"NO";"NO";""
"20103";"PORQUEROS";"42.5989350";"-6.1082380";"C/ Estación Ferrocarril, 5";"24397";"MAGAZ DE CEPEDA";"LEÓN";"ESPAÑA";"NO";"NO";""
"20104";"BRAÑUELAS";"42.6326310";"-6.2010020";"Travesia Fanal, 5";"24360";"VILLAGATÓN";"LEÓN";"ESPAÑA";"NO";"NO";""
"20106";"LA GRANJA";"42.6148740";"-6.2824950";"Avda. San Vicente, S/N";"24378";"TORRE DEL BIERZO";"LEÓN";"ESPAÑA";"NO";"NO";""
"20109";"TORRE DEL BIERZO";"42.5955780";"-6.3290830";"Paseo Estación Ferrocarril, S/N";"24370";"TORRE DEL BIERZO";"LEÓN";"ESPAÑA";"NO";"NO";""
"20111";"BEMBIBRE";"42.6095580";"-6.4220480";"C/ Susana Gonzalez, 56";"24300";"BEMBIBRE";"LEÓN";"ESPAÑA";"NO";"NO";""
"20112";"VILLAVERDE DE LOS CESTOS";"42.5981290";"-6.5031120";"";"";"CASTROPODAME";"LEÓN";"ESPAÑA";"NO";"NO";""
"20113";"SAN MIGUEL DE LAS DUEÑAS";"42.5863920";"-6.5237760";"C/ Estación Ferrocarril, 34";"24398";"CONGOSTO";"LEÓN";"ESPAÑA";"NO";"NO";""
"20200";"PONFERRADA";"42.5454290";"-6.6023760";"Avda. del Ferrocarril, 15";"24400";"PONFERRADA";"LEÓN";"ESPAÑA";"NO";"NO";""
"20202";"POSADA DEL BIERZO";"42.5401530";"-6.7151250";"";"";"CARRACEDELO";"LEÓN";"ESPAÑA";"NO";"NO";""
